Sector,Window,Selection,Regression,Scale,Response,Lag,Variable,Target,Goal,Method,Feature,In-AUC,In-Brier,In-LL,Out-AUC,Out-Brier,Out-LL
Fin,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,xgboost,lasso_day,1,0.0068,0.0606,0.3922,0.3053,1.25
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,none,0.9125,0.0839,0.2861,0.6222,0.2424,1.1786
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso,0.798,0.1283,0.4091,0.7599,0.202,0.6724
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso_company,0.8302,0.1215,0.3894,0.6464,0.2192,0.7615
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso_day,0.8529,0.1085,0.3581,0.6502,0.2527,0.9368
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,none,0.9183,0.1136,0.3624,0.5924,0.3044,1.3506
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso,0.8018,0.1708,0.5158,0.7516,0.261,0.8624
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso_company,0.8334,0.1602,0.489,0.6389,0.2798,0.9331
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso_day,0.8624,0.1463,0.4523,0.6232,0.3178,1.1516
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,none,1,0,0.0016,0.5018,0.2952,1.3516
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso,1,0.0008,0.014,0.6368,0.2464,1.0957
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso_company,1,0.0001,0.006,0.5612,0.289,1.3864
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso_day,1,0,0.0022,0.4923,0.2972,1.5296
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,logistic,none,0.8926,0.0895,0.3117,0.6296,0.246,1.0699
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,logistic,lasso,0.8157,0.1256,0.4033,0.6381,0.2318,0.7985
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,logistic,lasso_company,0.8079,0.1266,0.4072,0.6453,0.228,0.7708
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,logistic,lasso_day,0.8345,0.1168,0.3814,0.6772,0.2635,0.9692
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,asym logistic,none,0.9006,0.1246,0.3962,0.6076,0.3131,1.2834
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,asym logistic,lasso,0.8187,0.1662,0.506,0.6289,0.3046,1.0305
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,asym logistic,lasso_company,0.8111,0.1694,0.512,0.6382,0.3057,0.9983
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,asym logistic,lasso_day,0.8399,0.1573,0.4804,0.6574,0.3225,1.2296
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,xgboost,none,1,0,0.0016,0.5243,0.321,1.3883
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,xgboost,lasso,1,0.0003,0.0096,0.6373,0.262,1.2594
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,xgboost,lasso_company,1,0.0001,0.0057,0.6121,0.2835,1.2721
Fin,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,predict,xgboost,lasso_day,1,0,0.0031,0.5508,0.3012,1.4259
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,logistic,none,0.6458,0.1662,0.5116,0.6617,0.2263,0.6675
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,logistic,lasso,0.6458,0.1662,0.5116,0.6617,0.2263,0.6675
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,logistic,lasso_company,0.6458,0.1662,0.5116,0.6617,0.2263,0.6675
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,logistic,lasso_day,0.6458,0.1662,0.5116,0.6617,0.2263,0.6675
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,asym logistic,none,0.6487,0.226,0.6452,0.647,0.2998,0.9013
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,asym logistic,lasso,0.6487,0.226,0.6452,0.647,0.2998,0.9013
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,asym logistic,lasso_company,0.6487,0.226,0.6452,0.647,0.2998,0.9013
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,asym logistic,lasso_day,0.6487,0.226,0.6452,0.647,0.2998,0.9013
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,xgboost,none,1,0.0006,0.0156,0.3734,0.3623,1.903
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,xgboost,lasso,1,0.0006,0.0156,0.3734,0.3623,1.903
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,xgboost,lasso_company,1,0.0006,0.0156,0.3734,0.3623,1.903
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,explain,xgboost,lasso_day,1,0.0006,0.0156,0.3734,0.3623,1.903
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,logistic,none,0.6528,0.1665,0.5107,0.6478,0.236,0.7026
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,logistic,lasso,0.6528,0.1665,0.5107,0.6478,0.236,0.7026
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,logistic,lasso_company,0.6528,0.1665,0.5107,0.6478,0.236,0.7026
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,logistic,lasso_day,0.6528,0.1665,0.5107,0.6478,0.236,0.7026
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,asym logistic,none,0.6549,0.2252,0.6442,0.6402,0.3129,0.9583
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,asym logistic,lasso,0.6549,0.2252,0.6442,0.6402,0.3129,0.9583
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,asym logistic,lasso_company,0.6549,0.2252,0.6442,0.6402,0.3129,0.9583
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,asym logistic,lasso_day,0.6549,0.2252,0.6442,0.6402,0.3129,0.9583
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,xgboost,none,1,0.0006,0.0158,0.3866,0.3629,1.7463
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,xgboost,lasso,1,0.0006,0.0158,0.3866,0.3629,1.7463
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,xgboost,lasso_company,1,0.0006,0.0158,0.3866,0.3629,1.7463
Fin,126,dynamic,quantile,daily,Adj_MI,63,frm,recession,predict,xgboost,lasso_day,1,0.0006,0.0158,0.3866,0.3629,1.7463
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,logistic,none,1,0.0004,0.0079,0.6199,0.3516,5.1401
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,logistic,lasso,0.8975,0.0875,0.2963,0.6236,0.2784,1.5326
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,logistic,lasso_company,0.892,0.0926,0.3126,0.6599,0.2793,1.4208
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,logistic,lasso_day,0.9067,0.086,0.2875,0.5399,0.3235,2.0585
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,asym logistic,none,1,0.0004,0.0085,0.6197,0.3608,5.2971
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,asym logistic,lasso,0.9,0.1177,0.3689,0.6084,0.3194,1.7074
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,asym logistic,lasso_company,0.8956,0.1246,0.3921,0.6352,0.337,1.647
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,asym logistic,lasso_day,0.9141,0.1132,0.3624,0.5099,0.3768,2.2208
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,xgboost,none,1,0,0.0011,0.519,0.3112,1.3815
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,xgboost,lasso,1,0.0001,0.0042,0.607,0.2915,1.4633
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0018,0.5838,0.3092,1.4535
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,explain,xgboost,lasso_day,1,0,0.0018,0.4984,0.3186,1.634
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,logistic,none,1,0.0011,0.0116,0.5555,0.39,6.0516
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,logistic,lasso,0.8752,0.095,0.3227,0.6053,0.2877,1.574
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,logistic,lasso_company,0.8807,0.1004,0.3346,0.6359,0.2858,1.4802
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,logistic,lasso_day,0.9144,0.077,0.2727,0.5538,0.3245,2.4807
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,asym logistic,none,1,0.0012,0.0121,0.5568,0.398,6.3056
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso,0.8776,0.1281,0.4019,0.6009,0.3312,1.695
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso_company,0.8835,0.1323,0.4176,0.6113,0.3416,1.7286
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso_day,0.9168,0.1088,0.3445,0.5176,0.3659,2.5776
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,xgboost,none,1,0,0.0011,0.5278,0.3258,1.4445
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso,1,0.0007,0.0108,0.5879,0.3267,1.6495
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso_company,1,0,0.0023,0.6297,0.2976,1.6796
Fin,126,dynamic,quantile,daily,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso_day,1,0,0.0017,0.5142,0.3166,1.5322
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,logistic,none,0.8027,0.1052,0.3478,0.8403,0.1473,0.4616
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,logistic,lasso,0.8027,0.1052,0.3478,0.8403,0.1473,0.4616
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,logistic,lasso_company,0.8027,0.1052,0.3478,0.8403,0.1473,0.4616
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,logistic,lasso_day,0.8027,0.1052,0.3478,0.8403,0.1473,0.4616
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,asym logistic,none,0.8031,0.1799,0.5492,0.8412,0.2551,0.9826
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,asym logistic,lasso,0.8031,0.1799,0.5492,0.8412,0.2551,0.9826
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,asym logistic,lasso_company,0.8031,0.1799,0.5492,0.8412,0.2551,0.9826
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,asym logistic,lasso_day,0.8031,0.1799,0.5492,0.8412,0.2551,0.9826
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,xgboost,none,1,0.0018,0.0238,0.6218,0.1903,0.8242
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,xgboost,lasso,1,0.0018,0.0238,0.6218,0.1903,0.8242
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,xgboost,lasso_company,1,0.0018,0.0238,0.6218,0.1903,0.8242
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,explain,xgboost,lasso_day,1,0.0018,0.0238,0.6218,0.1903,0.8242
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,logistic,none,0.7942,0.1082,0.3554,0.8091,0.1506,0.4787
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,logistic,lasso,0.7942,0.1082,0.3554,0.8091,0.1506,0.4787
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,logistic,lasso_company,0.7942,0.1082,0.3554,0.8091,0.1506,0.4787
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,logistic,lasso_day,0.7942,0.1082,0.3554,0.8091,0.1506,0.4787
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,asym logistic,none,0.7949,0.184,0.5598,0.8081,0.2562,0.9746
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,asym logistic,lasso,0.7949,0.184,0.5598,0.8081,0.2562,0.9746
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,asym logistic,lasso_company,0.7949,0.184,0.5598,0.8081,0.2562,0.9746
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,asym logistic,lasso_day,0.7949,0.184,0.5598,0.8081,0.2562,0.9746
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,xgboost,none,1,0.002,0.0251,0.5937,0.2017,0.9717
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,xgboost,lasso,1,0.002,0.0251,0.5937,0.2017,0.9717
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,xgboost,lasso_company,1,0.002,0.0251,0.5937,0.2017,0.9717
Fin,126,dynamic,quantile,daily,SI,21,frm,recession,predict,xgboost,lasso_day,1,0.002,0.0251,0.5937,0.2017,0.9717
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,logistic,none,0.9939,0.0174,0.0624,0.7637,0.209,3.2241
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,logistic,lasso,0.955,0.0498,0.1712,0.8421,0.1555,0.7299
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,logistic,lasso_company,0.9203,0.0705,0.2344,0.8785,0.1213,0.505
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,logistic,lasso_day,0.9562,0.0484,0.1669,0.8508,0.1814,1.0207
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,asym logistic,none,0.9943,0.0245,0.0912,0.7404,0.2224,3.5823
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,asym logistic,lasso,0.9585,0.0785,0.2633,0.8438,0.21,1.0327
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,asym logistic,lasso_company,0.9278,0.1046,0.363,0.8915,0.1635,0.7256
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,asym logistic,lasso_day,0.9638,0.0749,0.2644,0.8579,0.1976,1.2098
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,xgboost,none,1,0,0.0008,0.8318,0.1544,0.7198
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,xgboost,lasso,1,0,0.0017,0.842,0.1589,0.8552
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0028,0.8488,0.142,0.7596
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,explain,xgboost,lasso_day,1,0,0.001,0.8417,0.1653,0.8543
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,logistic,none,0.9641,0.0421,0.1531,0.5931,0.1612,1.0463
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,logistic,lasso,0.9179,0.0712,0.2388,0.792,0.1294,0.5246
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,logistic,lasso_company,0.895,0.0844,0.2799,0.8196,0.1265,0.5167
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,logistic,lasso_day,0.909,0.073,0.2468,0.8119,0.112,0.4684
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,asym logistic,none,0.9694,0.0704,0.2487,0.6166,0.1898,1.3264
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,asym logistic,lasso,0.9236,0.1069,0.3641,0.8008,0.1973,0.8088
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,asym logistic,lasso_company,0.9027,0.1234,0.4279,0.8374,0.1882,0.8293
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,asym logistic,lasso_day,0.9216,0.1115,0.3834,0.8282,0.1576,0.6797
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,xgboost,none,1,0,0.0009,0.7522,0.1521,0.6839
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,xgboost,lasso,1,0,0.0026,0.8067,0.1462,0.7009
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,xgboost,lasso_company,1,0,0.0036,0.754,0.16,0.7586
Fin,126,dynamic,quantile,daily,SI,21,lambda_j,recession,predict,xgboost,lasso_day,1,0,0.0016,0.7995,0.1439,0.6702
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,logistic,none,0.8092,0.1049,0.3453,0.7864,0.1661,0.5398
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,logistic,lasso,0.8092,0.1049,0.3453,0.7864,0.1661,0.5398
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,logistic,lasso_company,0.8092,0.1049,0.3453,0.7864,0.1661,0.5398
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,logistic,lasso_day,0.8092,0.1049,0.3453,0.7864,0.1661,0.5398
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,asym logistic,none,0.8116,0.1772,0.5416,0.7766,0.2693,1.0932
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,asym logistic,lasso,0.8116,0.1772,0.5416,0.7766,0.2693,1.0932
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,asym logistic,lasso_company,0.8116,0.1772,0.5416,0.7766,0.2693,1.0932
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,asym logistic,lasso_day,0.8116,0.1772,0.5416,0.7766,0.2693,1.0932
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,xgboost,none,1,0.0002,0.0062,0.5436,0.22,1.5022
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,xgboost,lasso,1,0.0002,0.0062,0.5436,0.22,1.5022
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,xgboost,lasso_company,1,0.0002,0.0062,0.5436,0.22,1.5022
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,explain,xgboost,lasso_day,1,0.0002,0.0062,0.5436,0.22,1.5022
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,logistic,none,0.8057,0.1076,0.3505,0.7175,0.1764,0.5976
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,logistic,lasso,0.8057,0.1076,0.3505,0.7175,0.1764,0.5976
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,logistic,lasso_company,0.8057,0.1076,0.3505,0.7175,0.1764,0.5976
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,logistic,lasso_day,0.8057,0.1076,0.3505,0.7175,0.1764,0.5976
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,asym logistic,none,0.8074,0.1785,0.5478,0.7079,0.274,1.2249
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,asym logistic,lasso,0.8074,0.1785,0.5478,0.7079,0.274,1.2249
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,asym logistic,lasso_company,0.8074,0.1785,0.5478,0.7079,0.274,1.2249
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,asym logistic,lasso_day,0.8074,0.1785,0.5478,0.7079,0.274,1.2249
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,xgboost,none,1,0.0002,0.0061,0.5455,0.2154,1.4834
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,xgboost,lasso,1,0.0002,0.0061,0.5455,0.2154,1.4834
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,xgboost,lasso_company,1,0.0002,0.0061,0.5455,0.2154,1.4834
Fin,126,dynamic,quantile,daily,SI,63,frm,recession,predict,xgboost,lasso_day,1,0.0002,0.0061,0.5455,0.2154,1.4834
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,logistic,none,1,0,0.0013,0.647,0.1535,1.7639
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,logistic,lasso,0.946,0.0595,0.2001,0.8506,0.159,0.8135
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,logistic,lasso_company,0.9154,0.0713,0.2399,0.8826,0.1306,0.6886
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,logistic,lasso_day,0.9509,0.0522,0.1803,0.8403,0.1764,0.9538
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,asym logistic,none,1,0,0.0014,0.6462,0.1596,1.8432
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,asym logistic,lasso,0.9503,0.0864,0.2997,0.8529,0.2083,1.1388
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,asym logistic,lasso_company,0.931,0.1032,0.371,0.903,0.172,0.904
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,asym logistic,lasso_day,0.9584,0.0815,0.2807,0.8306,0.1979,1.1266
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,xgboost,none,1,0,0.0006,0.7605,0.1539,0.6803
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,xgboost,lasso,1,0.0001,0.0036,0.8471,0.1575,0.8737
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0017,0.8556,0.1506,0.7642
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,explain,xgboost,lasso_day,1,0,0.0011,0.845,0.1687,0.841
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,logistic,none,1,0,0.0015,0.6495,0.1907,2.3792
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,logistic,lasso,0.9368,0.0633,0.2064,0.7953,0.1674,0.823
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,logistic,lasso_company,0.9438,0.0601,0.1987,0.7222,0.1753,0.9956
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,logistic,lasso_day,0.9155,0.0731,0.243,0.7716,0.1495,0.6655
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,asym logistic,none,1,0,0.0016,0.6482,0.1988,2.4958
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,asym logistic,lasso,0.9412,0.09,0.3128,0.7989,0.2439,1.2885
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,asym logistic,lasso_company,0.9513,0.0879,0.3064,0.7284,0.2372,1.5264
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,asym logistic,lasso_day,0.9262,0.1084,0.3721,0.7834,0.1911,1.0153
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,xgboost,none,1,0,0.0007,0.7384,0.1473,0.6475
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,xgboost,lasso,1,0.0001,0.0033,0.7792,0.1972,1.1281
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,xgboost,lasso_company,1,0,0.0011,0.7698,0.1885,0.9384
Fin,126,dynamic,quantile,daily,SI,63,lambda_j,recession,predict,xgboost,lasso_day,1,0,0.0015,0.7306,0.1894,0.88
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,logistic,none,0.75,0.139,0.4423,0.6446,0.1942,0.5871
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,logistic,lasso,0.75,0.139,0.4423,0.6446,0.1942,0.5871
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,logistic,lasso_company,0.75,0.139,0.4423,0.6446,0.1942,0.5871
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,logistic,lasso_day,0.75,0.139,0.4423,0.6446,0.1942,0.5871
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,asym logistic,none,0.7689,0.193,0.5726,0.622,0.2714,0.797
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,asym logistic,lasso,0.7689,0.193,0.5726,0.622,0.2714,0.797
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,asym logistic,lasso_company,0.7689,0.193,0.5726,0.622,0.2714,0.797
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,asym logistic,lasso_day,0.7689,0.193,0.5726,0.622,0.2714,0.797
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,xgboost,none,1,0.0019,0.0213,0.3596,0.2939,1.1418
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,xgboost,lasso,1,0.0019,0.0213,0.3596,0.2939,1.1418
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,xgboost,lasso_company,1,0.0019,0.0213,0.3596,0.2939,1.1418
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,explain,xgboost,lasso_day,1,0.0019,0.0213,0.3596,0.2939,1.1418
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,logistic,none,0.7658,0.1376,0.4369,0.6691,0.2078,0.6308
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,logistic,lasso,0.7658,0.1376,0.4369,0.6691,0.2078,0.6308
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,logistic,lasso_company,0.7658,0.1376,0.4369,0.6691,0.2078,0.6308
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,logistic,lasso_day,0.7658,0.1376,0.4369,0.6691,0.2078,0.6308
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,asym logistic,none,0.7817,0.1895,0.5641,0.6529,0.2864,0.86
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,asym logistic,lasso,0.7817,0.1895,0.5641,0.6529,0.2864,0.86
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,asym logistic,lasso_company,0.7817,0.1895,0.5641,0.6529,0.2864,0.86
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,asym logistic,lasso_day,0.7817,0.1895,0.5641,0.6529,0.2864,0.86
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,xgboost,none,1,0.0012,0.0201,0.3933,0.266,1.0922
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,xgboost,lasso,1,0.0012,0.0201,0.3933,0.266,1.0922
Fin,126,dynamic,quantile,monthly,MI,21,frm,recession,predict,xgboost,lasso_company,1,0.0012,0.0201,0.3933,0.266,1.0922
