Sector,Window,Selection,Regression,Scale,Response,Lag,Variable,Target,Goal,Method,Feature,In-AUC,In-Brier,In-LL,Out-AUC,Out-Brier,Out-LL
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,explain,xgboost,lasso_day,1,0.0001,0.0088,0.5845,0.2202,0.8676
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,logistic,none,1,0,0.0033,0.6638,0.2067,0.878
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,logistic,lasso,1,0.0008,0.0154,0.6662,0.2131,0.8752
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,logistic,lasso_company,0.9998,0.0057,0.0363,0.6935,0.216,1.1964
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,logistic,lasso_day,0.9987,0.0067,0.0378,0.568,0.2378,1.0476
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,asym logistic,none,1,0,0.0034,0.6638,0.2132,0.867
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso,1,0.0007,0.0161,0.6635,0.2208,0.8946
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso_company,0.9999,0.0058,0.0397,0.693,0.2285,1.2791
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,asym logistic,lasso_day,0.9992,0.008,0.0432,0.5606,0.2566,1.1166
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,xgboost,none,1,0.0001,0.0087,0.6162,0.2015,0.755
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso,1,0.0001,0.0087,0.586,0.2173,0.7949
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso_company,1,0.0002,0.009,0.6441,0.1979,0.8202
Cap,63,dynamic,quantile,monthly,Adj_MI,63,lambda_j,recession,predict,xgboost,lasso_day,1,0.0002,0.0089,0.6109,0.1989,0.7986
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,logistic,none,0.876,0.0825,0.2779,0.6404,0.1432,0.4812
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,logistic,lasso,0.876,0.0825,0.2779,0.6404,0.1432,0.4812
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,logistic,lasso_company,0.876,0.0825,0.2779,0.6404,0.1432,0.4812
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,logistic,lasso_day,0.876,0.0825,0.2779,0.6404,0.1432,0.4812
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,asym logistic,none,0.8991,0.1335,0.4261,0.6202,0.2225,0.7725
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,asym logistic,lasso,0.8991,0.1335,0.4261,0.6202,0.2225,0.7725
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,asym logistic,lasso_company,0.8991,0.1335,0.4261,0.6202,0.2225,0.7725
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,asym logistic,lasso_day,0.8991,0.1335,0.4261,0.6202,0.2225,0.7725
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,xgboost,none,1,0.0005,0.0122,0.6519,0.1509,0.5738
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,xgboost,lasso,1,0.0005,0.0122,0.6519,0.1509,0.5738
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,xgboost,lasso_company,1,0.0005,0.0122,0.6519,0.1509,0.5738
Cap,63,dynamic,quantile,monthly,SI,21,frm,recession,explain,xgboost,lasso_day,1,0.0005,0.0122,0.6519,0.1509,0.5738
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,logistic,none,1,0.0001,0.0065,0.6008,0.1434,0.6966
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,logistic,lasso,1,0.0034,0.0251,0.6361,0.1768,0.801
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,logistic,lasso_company,0.9916,0.017,0.0735,0.6672,0.1503,0.7078
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,logistic,lasso_day,0.9974,0.0076,0.0465,0.6216,0.1734,0.8966
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,asym logistic,none,1,0.0001,0.0068,0.5988,0.1577,0.7292
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,asym logistic,lasso,1,0.0031,0.0279,0.6272,0.2088,0.9278
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,asym logistic,lasso_company,0.9949,0.025,0.0989,0.6551,0.1839,0.8578
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,asym logistic,lasso_day,0.9998,0.0091,0.054,0.612,0.2014,1.0352
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,xgboost,none,1,0.0001,0.008,0.6077,0.139,0.5445
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,xgboost,lasso,1,0.0002,0.008,0.6578,0.1326,0.541
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,xgboost,lasso_company,1,0.0002,0.0082,0.6286,0.1296,0.6253
Cap,63,dynamic,quantile,monthly,SI,21,lambda_j,recession,explain,xgboost,lasso_day,1,0.0001,0.008,0.6058,0.1563,0.6594
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,logistic,none,0.9844,0.0422,0.1554,0.5518,0.1616,0.6495
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,logistic,lasso,0.9844,0.0422,0.1554,0.5518,0.1616,0.6495
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,logistic,lasso_company,0.9844,0.0422,0.1554,0.5518,0.1616,0.6495
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,logistic,lasso_day,0.9844,0.0422,0.1554,0.5518,0.1616,0.6495
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,asym logistic,none,0.9902,0.0534,0.1991,0.5398,0.2083,0.8304
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,asym logistic,lasso,0.9902,0.0534,0.1991,0.5398,0.2083,0.8304
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,asym logistic,lasso_company,0.9902,0.0534,0.1991,0.5398,0.2083,0.8304
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,asym logistic,lasso_day,0.9902,0.0534,0.1991,0.5398,0.2083,0.8304
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,xgboost,none,1,0.0004,0.0106,0.6641,0.1619,0.6126
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,xgboost,lasso,1,0.0004,0.0106,0.6641,0.1619,0.6126
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,xgboost,lasso_company,1,0.0004,0.0106,0.6641,0.1619,0.6126
Cap,63,dynamic,quantile,monthly,SI,63,frm,recession,explain,xgboost,lasso_day,1,0.0004,0.0106,0.6641,0.1619,0.6126
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,logistic,none,1,0,0.002,0.7148,0.1486,0.7169
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,logistic,lasso,1,0.0003,0.0074,0.7184,0.1422,0.6594
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,logistic,lasso_company,1,0.0037,0.0266,0.7566,0.1388,0.8104
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,logistic,lasso_day,1,0.001,0.0149,0.7654,0.1564,0.7382
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,asym logistic,none,1,0,0.0021,0.7134,0.1583,0.7247
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,asym logistic,lasso,1,0.0002,0.008,0.7155,0.155,0.7052
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,asym logistic,lasso_company,1,0.0049,0.0303,0.7515,0.1546,0.8837
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,asym logistic,lasso_day,1,0.0009,0.0162,0.7628,0.17,0.8324
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,xgboost,none,1,0.0001,0.008,0.6916,0.1258,0.4951
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,xgboost,lasso,1,0.0001,0.008,0.7495,0.1433,0.5316
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,xgboost,lasso_company,1,0.0002,0.0081,0.7666,0.1358,0.5192
Cap,63,dynamic,quantile,monthly,SI,63,lambda_j,recession,explain,xgboost,lasso_day,1,0.0002,0.0081,0.7308,0.1484,0.5646
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,logistic,none,0.5755,0.1677,0.5168,0.2242,0.2114,0.8615
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,logistic,lasso,0.5755,0.1677,0.5168,0.2242,0.2114,0.8615
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,logistic,lasso_company,0.5755,0.1677,0.5168,0.2242,0.2114,0.8615
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,logistic,lasso_day,0.5755,0.1677,0.5168,0.2242,0.2114,0.8615
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,asym logistic,none,0.5796,0.2336,0.6581,0.2299,0.2684,0.8619
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,asym logistic,lasso,0.5796,0.2336,0.6581,0.2299,0.2684,0.8619
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,asym logistic,lasso_company,0.5796,0.2336,0.6581,0.2299,0.2684,0.8619
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,asym logistic,lasso_day,0.5796,0.2336,0.6581,0.2299,0.2684,0.8619
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,xgboost,none,1,0.004,0.0416,0.5915,0.2355,1.2767
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,xgboost,lasso,1,0.004,0.0416,0.5915,0.2355,1.2767
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,xgboost,lasso_company,1,0.004,0.0416,0.5915,0.2355,1.2767
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,explain,xgboost,lasso_day,1,0.004,0.0416,0.5915,0.2355,1.2767
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,logistic,none,0.5766,0.1649,0.509,0.2145,0.2152,0.9687
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,logistic,lasso,0.5766,0.1649,0.509,0.2145,0.2152,0.9687
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,logistic,lasso_company,0.5766,0.1649,0.509,0.2145,0.2152,0.9687
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,logistic,lasso_day,0.5766,0.1649,0.509,0.2145,0.2152,0.9687
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,asym logistic,none,0.58,0.2294,0.6478,0.2227,0.2715,0.969
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,asym logistic,lasso,0.58,0.2294,0.6478,0.2227,0.2715,0.969
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,asym logistic,lasso_company,0.58,0.2294,0.6478,0.2227,0.2715,0.969
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,asym logistic,lasso_day,0.58,0.2294,0.6478,0.2227,0.2715,0.969
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,xgboost,none,1,0.002,0.029,0.5811,0.228,1.333
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,xgboost,lasso,1,0.002,0.029,0.5811,0.228,1.333
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,xgboost,lasso_company,1,0.002,0.029,0.5811,0.228,1.333
Cap,126,dynamic,quantile,daily,MI,21,frm,recession,predict,xgboost,lasso_day,1,0.002,0.029,0.5811,0.228,1.333
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,logistic,none,0.9002,0.0971,0.307,0.4921,0.3016,1.7903
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,logistic,lasso,0.7707,0.1355,0.4254,0.2888,0.2639,1.1554
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,logistic,lasso_company,0.7622,0.139,0.4328,0.2819,0.2576,1.1446
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,logistic,lasso_day,0.7746,0.1371,0.4258,0.3436,0.2609,1.157
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,asym logistic,none,0.9032,0.1268,0.3907,0.4936,0.345,2.1254
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,asym logistic,lasso,0.7794,0.1852,0.5406,0.2984,0.3289,1.2226
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,asym logistic,lasso_company,0.7738,0.1889,0.5498,0.2932,0.3193,1.211
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,asym logistic,lasso_day,0.7819,0.186,0.542,0.3466,0.3204,1.2194
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,xgboost,none,1,0,0.0017,0.5337,0.2706,1.4219
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,xgboost,lasso,1,0.0001,0.0066,0.4873,0.2688,1.5953
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0046,0.5004,0.2574,1.6362
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,explain,xgboost,lasso_day,1,0.0001,0.0055,0.5106,0.271,1.4708
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,logistic,none,0.9013,0.0972,0.3146,0.5236,0.2821,1.7359
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,logistic,lasso,0.8265,0.1302,0.401,0.3517,0.254,1.2937
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,logistic,lasso_company,0.7638,0.1386,0.4319,0.2616,0.2574,1.2692
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,logistic,lasso_day,0.7772,0.1392,0.4292,0.3269,0.249,1.253
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,asym logistic,none,0.9028,0.1274,0.3987,0.5172,0.3319,2.0598
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,asym logistic,lasso,0.8291,0.1705,0.5056,0.3628,0.3158,1.3775
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,asym logistic,lasso_company,0.7661,0.1878,0.5474,0.2648,0.3204,1.3483
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,asym logistic,lasso_day,0.7825,0.1856,0.5448,0.3337,0.3159,1.4175
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,xgboost,none,1,0,0.0017,0.5336,0.2633,1.4416
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,xgboost,lasso,1,0.0001,0.0045,0.5294,0.2524,1.6985
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,xgboost,lasso_company,1,0.0002,0.0078,0.4396,0.2697,1.6807
Cap,126,dynamic,quantile,daily,MI,21,lambda_j,recession,predict,xgboost,lasso_day,1,0.0001,0.0057,0.5276,0.2572,1.517
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,logistic,none,0.6023,0.1625,0.4998,0.1909,0.222,1.1608
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,logistic,lasso,0.6023,0.1625,0.4998,0.1909,0.222,1.1608
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,logistic,lasso_company,0.6023,0.1625,0.4998,0.1909,0.222,1.1608
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,logistic,lasso_day,0.6023,0.1625,0.4998,0.1909,0.222,1.1608
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,asym logistic,none,0.6128,0.2224,0.632,0.2098,0.274,1.2271
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,asym logistic,lasso,0.6128,0.2224,0.632,0.2098,0.274,1.2271
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,asym logistic,lasso_company,0.6128,0.2224,0.632,0.2098,0.274,1.2271
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,asym logistic,lasso_day,0.6128,0.2224,0.632,0.2098,0.274,1.2271
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,xgboost,none,1,0.0002,0.0069,0.6093,0.2248,1.767
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,xgboost,lasso,1,0.0002,0.0069,0.6093,0.2248,1.767
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,xgboost,lasso_company,1,0.0002,0.0069,0.6093,0.2248,1.767
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,explain,xgboost,lasso_day,1,0.0002,0.0069,0.6093,0.2248,1.767
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,logistic,none,0.6119,0.1606,0.4964,0.2042,0.2221,1.1626
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,logistic,lasso,0.6119,0.1606,0.4964,0.2042,0.2221,1.1626
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,logistic,lasso_company,0.6119,0.1606,0.4964,0.2042,0.2221,1.1626
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,logistic,lasso_day,0.6119,0.1606,0.4964,0.2042,0.2221,1.1626
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,asym logistic,none,0.6232,0.2206,0.628,0.2225,0.27,1.2077
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,asym logistic,lasso,0.6232,0.2206,0.628,0.2225,0.27,1.2077
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,asym logistic,lasso_company,0.6232,0.2206,0.628,0.2225,0.27,1.2077
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,asym logistic,lasso_day,0.6232,0.2206,0.628,0.2225,0.27,1.2077
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,xgboost,none,1,0.0002,0.0082,0.6176,0.2246,1.9252
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,xgboost,lasso,1,0.0002,0.0082,0.6176,0.2246,1.9252
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,xgboost,lasso_company,1,0.0002,0.0082,0.6176,0.2246,1.9252
Cap,126,dynamic,quantile,daily,MI,63,frm,recession,predict,xgboost,lasso_day,1,0.0002,0.0082,0.6176,0.2246,1.9252
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,logistic,none,1,0,0.0031,0.5543,0.3416,5.2269
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,logistic,lasso,0.845,0.1132,0.3562,0.2702,0.2692,1.8034
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,logistic,lasso_company,0.8692,0.1122,0.3504,0.3156,0.2917,1.8637
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,logistic,lasso_day,0.8557,0.1182,0.3627,0.3831,0.2719,2.1342
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,asym logistic,none,1,0.0001,0.0032,0.5534,0.3473,5.3646
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,asym logistic,lasso,0.8488,0.1462,0.4476,0.2848,0.3141,2.072
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,asym logistic,lasso_company,0.8717,0.1445,0.439,0.3274,0.3432,2.1027
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,asym logistic,lasso_day,0.8605,0.1455,0.454,0.3864,0.3209,2.3826
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,xgboost,none,1,0,0.0011,0.5343,0.2427,1.5754
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,xgboost,lasso,1,0.0001,0.0051,0.4548,0.2521,1.8154
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0022,0.5084,0.2683,1.691
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,explain,xgboost,lasso_day,1,0.0001,0.0041,0.5934,0.2226,1.553
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,logistic,none,1,0,0.003,0.5718,0.3438,5.2492
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,logistic,lasso,0.8324,0.1241,0.3805,0.278,0.2547,1.8
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,logistic,lasso_company,0.883,0.1097,0.339,0.3868,0.2842,2.0716
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,logistic,lasso_day,0.8427,0.1162,0.3581,0.3398,0.2552,2.7743
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,asym logistic,none,1,0,0.0031,0.5714,0.3494,5.3789
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,asym logistic,lasso,0.8334,0.1579,0.4764,0.2815,0.3117,2.0236
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,asym logistic,lasso_company,0.8842,0.1385,0.4238,0.4024,0.3219,2.3147
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,asym logistic,lasso_day,0.8484,0.1483,0.4486,0.3487,0.3124,2.8993
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,xgboost,none,1,0,0.001,0.5393,0.2344,1.5479
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,xgboost,lasso,1,0.0001,0.0061,0.4388,0.2548,1.8842
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,xgboost,lasso_company,1,0,0.0021,0.5378,0.2439,1.624
Cap,126,dynamic,quantile,daily,MI,63,lambda_j,recession,predict,xgboost,lasso_day,1,0,0.0024,0.4969,0.2423,1.6637
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,logistic,none,0.6154,0.1678,0.5148,0.6861,0.186,0.5642
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,logistic,lasso,0.6154,0.1678,0.5148,0.6861,0.186,0.5642
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,logistic,lasso_company,0.6154,0.1678,0.5148,0.6861,0.186,0.5642
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,logistic,lasso_day,0.6154,0.1678,0.5148,0.6861,0.186,0.5642
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,asym logistic,none,0.6168,0.2313,0.6535,0.6818,0.2562,0.7101
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,asym logistic,lasso,0.6168,0.2313,0.6535,0.6818,0.2562,0.7101
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,asym logistic,lasso_company,0.6168,0.2313,0.6535,0.6818,0.2562,0.7101
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,asym logistic,lasso_day,0.6168,0.2313,0.6535,0.6818,0.2562,0.7101
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,xgboost,none,1,0.0036,0.0421,0.3853,0.2982,1.3324
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,xgboost,lasso,1,0.0036,0.0421,0.3853,0.2982,1.3324
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,xgboost,lasso_company,1,0.0036,0.0421,0.3853,0.2982,1.3324
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,explain,xgboost,lasso_day,1,0.0036,0.0421,0.3853,0.2982,1.3324
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,logistic,none,0.6063,0.1693,0.5188,0.6465,0.1874,0.5672
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,logistic,lasso,0.6063,0.1693,0.5188,0.6465,0.1874,0.5672
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,logistic,lasso_company,0.6063,0.1693,0.5188,0.6465,0.1874,0.5672
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,logistic,lasso_day,0.6063,0.1693,0.5188,0.6465,0.1874,0.5672
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,asym logistic,none,0.6081,0.2335,0.6587,0.6434,0.2576,0.7125
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,asym logistic,lasso,0.6081,0.2335,0.6587,0.6434,0.2576,0.7125
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,asym logistic,lasso_company,0.6081,0.2335,0.6587,0.6434,0.2576,0.7125
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,asym logistic,lasso_day,0.6081,0.2335,0.6587,0.6434,0.2576,0.7125
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,xgboost,none,1,0.0038,0.044,0.3816,0.304,1.3013
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,xgboost,lasso,1,0.0038,0.044,0.3816,0.304,1.3013
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,xgboost,lasso_company,1,0.0038,0.044,0.3816,0.304,1.3013
Cap,126,dynamic,quantile,daily,Adj_MI,21,frm,recession,predict,xgboost,lasso_day,1,0.0038,0.044,0.3816,0.304,1.3013
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,none,0.9165,0.0893,0.2889,0.5537,0.266,1.0802
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso,0.7962,0.1346,0.4212,0.4581,0.234,0.7602
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso_company,0.8322,0.1291,0.4008,0.3769,0.2468,0.8266
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,logistic,lasso_day,0.8507,0.1194,0.375,0.4219,0.2605,0.8836
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,none,0.9206,0.1137,0.3658,0.5391,0.3211,1.2608
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso,0.7978,0.1772,0.5305,0.4566,0.2864,0.862
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso_company,0.8344,0.1655,0.5034,0.3742,0.312,0.9431
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,asym logistic,lasso_day,0.8558,0.1534,0.4725,0.4162,0.337,1.0584
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,none,1,0,0.0017,0.4194,0.2887,1.4476
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso,1,0.0002,0.0094,0.4745,0.2589,1.2307
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso_company,1,0,0.0046,0.4212,0.2875,1.545
Cap,126,dynamic,quantile,daily,Adj_MI,21,lambda_j,recession,explain,xgboost,lasso_day,1,0,0.0031,0.3914,0.3017,1.5377
