,0
507,30842199433.805164
508,37276098238.3203
509,39191221429.88598
510,26875201657.438713
511,10831384299.650644
512,11345852064.382702
513,15228079721.314688
514,17143810119.904879
515,31071559997.039978
516,32253702941.449963
517,41246623915.00804
518,17186336184.855736
519,25447775909.814247
520,22745277796.616447
521,34609368310.732285
522,28518044107.132942
523,17007407847.953362
524,15868299371.773685
525,17852292218.613525
526,26603439789.294186
527,39443504121.93944
528,32539994548.306873
529,22694695509.281303
530,21902167251.885235
531,13065645133.592035
532,13842596065.737911
533,23231505585.792767
534,27497940333.519524
535,32122069638.34819
536,47159728397.572495
537,41199808543.59104
538,44633323557.10642
539,26509956973.601856
540,21692285549.179977
541,39156522689.863495
542,37238517129.50395
543,25281112819.837944
544,16346623595.6372
545,14117856708.475094
546,12765131444.186764
547,18112243389.267338
548,32126069741.148804
549,34414201101.62133
550,31029358350.169003
551,43265703809.3164
552,26408097283.929237
553,57372715449.736855
554,44160182750.524635
555,11850548486.22853
556,23184185554.7604
557,24249278300.0818
558,24740019681.375496
559,34505363247.90036
560,29185997402.346176
561,21686084992.015247
562,30234570164.583298
563,18729814145.253166
564,19651895848.980698
565,18625608262.90588
566,28966038956.21899
567,41184743600.87816
568,53182779601.82544
569,47454157292.34496
570,52163220072.36938
571,34412759416.031715
572,35857128346.05376
573,35622471948.34471
574,24386796674.70335
575,30329963298.215874
576,35092147776.18804
577,36033115704.41724
578,18186230047.566467
579,10501688169.801327
580,8569315353.355601
581,18309983691.786427
582,14436198970.640411
583,26037283815.958252
584,34484918570.12113
585,48308248897.73827
586,32682052289.790417
587,21950818495.450436
588,15680179283.120415
589,17414656127.410366
590,23234024095.72508
591,30324301984.183826
592,27222251614.119186
593,17879258364.92822
594,20312001483.103317
595,16180257196.59472
596,12999638062.144836
597,18202510267.200443
598,14009701298.265625
599,16863629285.30395
600,30214860328.96972
601,38227283825.73826
602,40452743598.335495
603,43721295847.32909
604,37450944414.2434
605,36052111009.303276
606,35703942996.38824
607,24368160112.200424
608,24344014534.591053
609,37165413790.33327
610,45688497172.64891
611,29232815009.16846
612,15344891493.603754
613,18663479166.99248
614,9828181359.031065
615,30772308374.906487
616,32525131371.791058
617,57937055511.45238
618,51687885349.444565
619,23737577173.589413
620,24903542018.355103
621,21036340421.479263
622,24767496757.500233
623,37478423617.9785
624,35701707454.87693
625,20176071860.125965
626,23664025855.067986
627,19031864052.02203
628,20699784181.87531
629,20979402887.14116
630,22401723261.894524
631,32875172031.94195
632,29931956070.07154
633,25620757332.434067
634,32838168816.848434
635,37061109626.220695
636,40166229168.45508
637,51549495643.65722
638,46510025280.02074
639,37665068822.81884
640,45187006491.68997
641,30733109952.237545
642,20230719104.100838
643,26161148067.688545
644,32151191438.955074
645,35781284176.180664
646,16944953732.744617
647,8631249071.740662
648,14344718021.230095
649,23635296364.205566
650,28835544780.929028
651,31916611433.691208
652,20307660209.58037
653,19399747307.041004
654,23423451705.263912
655,30809382163.69935
656,30247017762.524708
657,17187999358.09527
658,20714151239.093555
659,13857989811.586422
660,12133062669.010313
661,12638033199.64381
662,16237603103.2666
663,22395446907.094727
664,34552819787.16211
665,34907446252.04285
666,31945620595.554466
667,26685909173.66761
668,27068532556.301018
669,34498615976.70073
670,31208798385.505417
671,46157813838.70726
672,45079207639.145004
673,33815569226.081097
674,38834119405.718
675,20156900347.274464
676,25905193354.271526
677,50392500232.181625
678,37111376515.758286
679,34494436159.06639
680,19882967459.976864
681,26942412143.93799
682,25492969298.181164
683,18371342888.169487
684,25907776338.343876
685,24830734442.894093
686,36170691720.19652
687,46085848990.29541
688,36305633352.08008
689,22162557947.220753
690,28620567038.25437
691,21498073049.667603
692,19005106675.18951
693,18408561396.14257
694,21039762764.80127
695,25858909578.399654
696,29399398886.128662
697,28459252760.114883
698,32434706566.492565
699,33474006476.982414
700,24007210239.631226
701,32054403586.692513
702,37359309958.09397
703,44911975697.65159
704,40379869638.977516
705,42960524358.83813
706,36848832991.067604
707,25117577224.13988
708,31273186660.547913
709,33476011844.3469
710,23308032488.848682
711,31902352267.42847
712,49976341648.969955
713,28056989772.900375
714,18762559914.518795
715,12116911223.133799
716,6099918313.818088
717,13003051586.132904
718,25445999859.62065
719,33886063817.336895
720,41587319393.60008
721,21417168497.967278
722,21375872397.443905
723,14560959701.416498
724,12709796262.118711
725,12663491672.537727
726,15516139304.560362
727,20553228472.813805
728,28065146154.75104
729,30441496182.65355
730,35723493396.93657
731,35147645914.50443
732,30291265090.20018
733,29518776961.204838
734,25760392674.37596
735,21490548377.839897
736,32916610751.06736
737,29591466181.34502
738,33036885219.861553
739,43438350629.461174
740,34056533504.540314
741,46212155699.680885
742,26153392663.122303
743,33593273516.391586
744,46827132432.31646
745,56858436703.94359
746,44308225330.79906
747,29321189899.931618
748,12079936236.062738
749,11425854342.139416
750,17806269431.511047
751,37804250949.91456
752,44123166823.34398
753,27960677078.46513
754,33303504269.218987
755,25991478083.710205
756,18842170699.76592
757,16916621998.730036
758,19461420816.655807
759,27326467310.8267
760,28388526833.508286
761,24051603594.400936
762,29544609305.37842
763,31527831328.048626
764,29043290033.090298
765,38859089723.528694
766,28759705922.90899
767,27904938560.864376
768,22416662492.165092
769,19092235923.538322
770,31047898721.822506
771,33966417536.5755
772,34247001657.47564
773,55793807418.2635
774,34530349188.356
775,35106735242.686745
776,42527279123.861626
777,22067897955.802376
778,37931224860.527824
779,40291991967.21097
780,28535883054.800102
781,20910764686.721794
782,15808436499.56371
783,15772410195.435114
784,22425847703.799065
785,14483906015.155079
786,23287174042.68675
787,20538225850.403435
788,20992688107.079094
789,17491121189.781807
790,15527371462.114939
791,19357175763.01421
792,25677300852.207035
793,29623921599.475098
794,33693621722.38279
795,30744918788.186905
796,25441431252.89673
797,23971500270.494125
798,24885824855.33812
799,24651133136.762985
800,31601275842.008038
801,22176136563.298344
802,20603915032.911674
803,21671824124.389954
804,26462581569.301994
805,42106023979.715065
806,34193817402.891087
807,51818497849.39867
808,48165910237.36425
809,56206542486.9619
810,40242161051.983635
811,34338204151.99078
812,32703658389.56444
813,40428080909.96605
814,40221433384.00391
815,38136209149.16112
816,30396825013.34863
817,13817612530.420425
818,19087197007.03735
819,19585488540.619194
820,20379545648.937984
821,23782063040.82641
822,27894633131.94531
823,30356259008.486313
824,28844889979.895004
825,25653078291.964096
826,29458491085.79132
827,30763512048.187878
828,21317301099.186775
829,24518245607.832027
830,26274685684.48267
831,21255864258.497604
832,29134832050.565697
833,25306367702.0736
834,32773294197.452362
835,22742488373.603992
836,23395468596.71082
837,37553367462.68653
838,31733749074.032284
839,37495271493.55181
840,50586127589.31493
841,47339463677.914536
842,51519714004.91704
843,44742791330.83912
844,27305644320.716908
845,19105832006.803276
846,35465141436.21978
847,44053127915.74339
848,55300004701.03123
849,27160573133.893784
850,21897029487.818596
851,12071310568.882933
852,9779190770.880123
853,12317700029.959103
854,18935282580.191635
855,26990693828.72704
856,35861712589.656715
857,34055797300.12695
858,35507628914.40745
859,26092793717.444893
860,18510048425.044434
861,22556109335.00269
862,20467162668.14124
863,21132333166.1012
864,29332490896.814945
865,21937185384.758846
866,26862212711.661133
867,26215580886.280914
868,31364600589.24671
869,31518216805.21098
870,22803350072.583874
871,37484407881.72069
872,44471056399.410385
873,46640095473.43167
874,54336986722.13377
875,55084388962.457016
876,34302897077.915264
877,37136197452.54393
878,26662952400.359478
879,44196444333.332016
880,58850306466.110344
881,42343474515.814926
882,40171375749.05424
883,22863021888.95025
884,13434645696.317932
885,10040904421.624079
886,18956031745.627434
887,32435379751.765614
888,33290128669.43969
889,35581947853.06273
890,30785640417.98878
891,28132784928.169556
892,20053864866.399403
893,22984804375.550766
894,27071976103.324482
895,24538342381.763485
896,29949062426.409508
897,20092895069.513206
898,29528503765.3355
899,27851247302.410824
900,29938008664.65243
901,34323240187.070908
902,30402778422.017754
903,29314016852.364914
904,27188586581.853413
905,26186573351.75707
906,50161340728.22263
907,39171034135.92892
908,36867302950.25513
909,35448218827.453606
910,42821385280.84869
911,50063712559.89867
912,51995121526.73558
913,26824450932.077187
914,39062552729.985405
915,40871807090.205055
916,32385180642.12035
917,19452480296.998528
918,10994438080.599731
919,11852703394.602045
920,25252686573.72484
921,25409318614.707024
922,32137259095.07468
923,36419893617.03636
924,23154867354.971935
925,24520742909.753475
926,23999896472.410156
927,17191063524.09826
928,25051636121.120373
929,23300748544.573303
930,25661389691.447487
931,20493923470.010742
932,24057235102.976818
933,35435928423.977036
934,28422140442.86268
935,56204813100.76422
936,41692020074.79399
937,56525570491.599846
938,45220915659.93462
939,41412808347.95072
940,29210587481.1743
941,29601368089.773674
942,44178089724.6494
943,51351566520.82518
944,62960506419.994125
945,42723811308.86838
946,32771408815.157097
947,33607686455.21898
948,38570452249.61961
949,35998148222.986374
950,27685123134.10643
951,21299399047.466057
952,14409745452.91455
953,13845601001.959467
954,22448252060.44926
955,30974876703.6692
956,25784067963.697502
957,36977404593.98109
958,32836219991.0678
959,26591309227.491497
960,35011057631.18307
961,23449958829.365524
962,22096947395.89709
963,22136508867.20532
964,26469057498.326046
965,34761792251.60917
966,21819257577.20415
967,31710938183.021725
968,35796957248.25536
969,31351394039.91354
970,63377752686.24144
971,30515455251.379448
972,19569832803.43774
973,27963607610.21928
974,47105046777.8164
975,51240797854.32126
976,74967032567.56468
977,50330143453.14573
978,50451631522.700165
979,49859246786.90337
980,28283436945.509995
981,21146757772.766094
982,34462724955.772995
983,36762169771.93458
984,34131313648.362537
985,21485716380.22093
986,15657628242.01788
987,18720661027.197563
988,18896322642.86853
989,22738411916.332767
990,28760921076.619995
991,33460692632.211468
992,33283389152.98656
993,20425558579.630707
994,20684633774.18828
995,21037630616.400528
996,25813931437.766098
997,35366314072.05864
998,21421866278.090763
999,41232679798.46479
