,bitcoin,ethereum,tether,binancecoin,ripple,usd-coin,solana,tron,staked-ether,dogecoin
2025-04-15 22:00:00,1669577732444.2578,193401017408.88052,144586479763.13574,85051761190.8684,123680557636.15335,60424935629.02007,66210697531.652374,23802547975.1345,14898047593.40831,23222649923.17748
2025-04-15 23:00:00,1663552155475.909,191801206249.7307,144575838407.99127,84744594630.88861,122201477153.27333,60423005111.95417,65186840287.15817,23785906030.967743,14753956988.843472,22934844418.15441
2025-04-16 00:00:00,1660632372163.9758,191668831379.91183,144562327812.61493,84565118787.32616,121748582314.79642,60417155795.53459,65152682456.73045,23775383036.391006,14756338071.920979,22860977164.171432
2025-04-16 01:00:00,1653335023432.833,191509564997.397,144555616022.67816,84415066803.56778,121682560900.83745,60415009755.705635,65238236668.20494,23742216341.061924,14740647494.19853,22853341867.715946
2025-04-16 02:00:00,1659151097448.475,192648725709.8341,144555167087.70547,84852053558.00742,122089605485.8368,60399249701.33921,65069887157.66089,23892251088.884613,14856406534.078812,23037153339.45942
2025-04-16 03:00:00,1664610661286.6252,192776382465.5109,144558502823.99707,85005504900.76732,121786053707.42435,60388329799.064445,65342902109.600006,23903957794.68251,14841069574.471306,23139416063.630898
2025-04-16 04:00:00,1661437237476.405,192065586794.92856,144556967013.68103,85068794424.57822,121449367753.76826,60391923405.62102,65222295635.12484,24000116375.814156,14791466410.678438,23073521541.42641
2025-04-16 05:00:00,1659206789310.9883,191149455283.68457,144555646821.60345,84930165341.07706,121227249336.43413,60353797236.484116,64870784353.9116,23961573007.149208,14735305330.304104,23042263800.82835
2025-04-16 06:00:00,1655608080710.209,189455463113.19397,144558415252.72418,84752440867.2601,120605035598.23607,60353789709.16709,64721297378.58498,23938970129.564682,14573672105.742403,22890644815.141495
2025-04-16 07:00:00,1660872628904.1116,190391347848.0928,144559710534.207,84698209881.73344,120881417513.7721,60357550723.981224,65151747629.96232,23996734457.00365,14668135319.044428,22957595372.82423
2025-04-16 08:00:00,1653059665181.038,188637806209.56836,144618714645.02737,84319254544.23433,119483111077.67163,60385996737.25948,64404802913.055466,23991414904.356327,14526983797.766443,22720315547.717323
2025-04-16 09:00:00,1663381491032.8533,190371750164.8817,144617281612.45264,84591619927.24298,120806988966.35924,60381011323.079735,64544444255.25472,24069496920.826073,14681581959.196234,22859518771.68143
2025-04-16 10:00:00,1661654701390.285,189566793704.25085,144627257083.5291,84293654396.3737,120660636141.41533,60384974827.31644,64301232770.438065,24093686775.70222,14616176751.179598,22796318400.16646
2025-04-16 11:00:00,1666457838920.051,190811631240.68628,144623413975.8562,84535273370.16185,121258961802.02426,60339149898.29747,64960739127.8351,24132554802.315723,14683976799.074059,22823511502.016747
2025-04-16 12:00:00,1667885067856.4998,191110312244.41702,144619365906.26566,84627870673.10286,121789825148.773,60374883788.447334,65128258817.06769,24113201592.30896,14720626029.29375,22810565553.33383
2025-04-16 13:00:00,1663151564325.8257,190509677676.1406,144622749223.87405,84857716804.30577,121011724498.59134,60377323104.87292,64846532525.78493,24078983835.67109,14672501690.890617,22760941476.605385
2025-04-16 14:00:00,1680559784898.8772,192213011018.75232,144622558653.7073,85102259385.50673,122691325507.16652,60374465135.04927,65889482430.863434,24181101685.82609,14735471423.92811,23109762549.093704
2025-04-16 15:00:00,1680559784898.8772,192213011018.75232,144626387195.56772,85079729168.92172,122633322712.8368,60376948262.45404,65917023016.30466,24196388214.43826,14745470449.615557,23080193826.184837
2025-04-16 16:00:00,1685161914451.63,192264454427.58847,144626645543.64142,85125167437.93663,122650498692.76814,60499107083.972725,66397011581.60374,24206360709.033752,14780818043.307053,23161706349.940258
2025-04-16 17:00:00,1690706778234.622,192350328019.73505,144629921421.55463,85229844084.28142,123194832077.00345,60513583310.69523,66698561984.66763,24075958508.01273,14736366174.008326,23163210254.97364
2025-04-16 18:00:00,1664926961385.6804,189075704320.816,144643376814.05493,84661791653.37547,121293208550.66563,60538967290.45999,65169799570.96796,23908372286.4057,14463160949.62871,22561631507.35101
2025-04-16 19:00:00,1664284627757.0254,188457686183.55316,144630202308.88342,84993330623.37137,121511953234.74225,60529261729.70998,65935620091.12881,23864189897.94366,14500204937.531868,22792261238.67341
2025-04-16 20:00:00,1674237188711.7854,191740230880.05322,144629065214.22397,85253697956.56723,123044156811.93127,60521104638.017105,68363373230.73732,23821328329.409344,14781004711.124386,23205775716.32045
2025-04-16 21:00:00,1676180718367.676,190681598661.58456,144637139666.95798,85242843431.44804,122558158905.09828,60507801152.56051,68273933071.45425,23711940982.54598,14674220074.675568,23193499131.09376
2025-04-16 22:00:00,1679405327717.3125,192129449930.774,144634450635.42154,85273885097.96394,123148798021.48636,60507769445.62696,68622208702.366,23690026093.911438,14805486324.17655,23282808338.198868
2025-04-16 23:00:00,1676678984251.998,191714858333.08093,144631243399.43423,85346902591.58434,122562266740.31334,60507888795.591866,68251585574.852394,23645400643.18483,14760315173.941397,23225969552.500565
2025-04-17 00:00:00,1669208341955.9485,190394837582.6561,144632716419.02875,85033844656.03717,121550575812.06354,60479977877.6789,67840719169.612114,23522003890.921124,14660975059.534191,23030551764.981888
2025-04-17 01:00:00,1670657898968.0234,191120139945.4102,144805560391.31543,85137128081.18076,121191278443.16666,60485990787.3037,67895609713.3157,23238979733.18368,14707838126.317575,23040343747.577545
2025-04-17 02:00:00,1673193419256.0068,191387408697.1806,144803264915.3056,85153671993.72108,121284432006.32918,60482682361.16664,68065201499.4575,23352690163.183384,14735036935.48329,23208893591.31223
2025-04-17 03:00:00,1670820777085.0022,191778400882.09146,144803296430.9948,84994726929.00977,120969780481.18683,60472124487.6491,67658350222.86006,23177382707.221718,14768462201.06228,23126452717.99009
2025-04-17 04:00:00,1667502790829.5183,191269218012.76007,144802186436.57236,84878926219.93939,120694887247.42853,60464853748.525,67100437563.22648,23236138800.647606,14720730417.580942,23048973557.328217
2025-04-17 05:00:00,1669626840451.2756,192044561160.87564,144800734437.20404,84976485593.45457,121538451830.57527,60457022264.28596,67451919223.549324,23219489099.892895,14757640887.438826,23247735056.918003
2025-04-17 06:00:00,1676089951404.728,193202237811.47305,144802640649.26804,85029120442.51004,122517437227.9742,60460091717.40592,68767667855.6317,23292012232.049465,14879012900.368315,23403909723.275517
2025-04-17 07:00:00,1683040286501.054,193469112797.64252,144804782254.30685,85120849822.50458,122624080645.23871,60456682337.28319,69478566750.41026,23332307283.7234,14887322251.54868,23412663148.08139
2025-04-17 08:00:00,1680694320181.6797,193348588873.7301,144802286535.48178,85159067630.83612,121982860436.30623,60461536749.291046,69279369156.0812,23262038949.232605,14881333741.781658,23347755343.14838
2025-04-17 09:00:00,1676931653907.607,192835940244.04233,144810589014.91586,85019208088.0268,122231867862.9735,60422265701.11513,68938346815.46446,23225362382.926926,14832565326.153269,23253225650.849777
2025-04-17 10:00:00,1676100006261.067,192486689256.07425,144772068497.31763,85475216206.84793,122337343700.95053,60444848508.51353,68960986523.1878,23229684130.88836,14817053899.025444,23267087282.135654
2025-04-17 11:00:00,1674123197672.464,192312017372.97705,144777811125.1,85453982290.2615,122144472382.96368,60426612803.58534,68732566280.31845,23418334058.583546,14791692472.574682,23210744613.08438
2025-04-17 12:00:00,1680716484631.7156,192431372538.64557,144776631594.08475,85533993460.62483,122703560465.0512,60424876345.74571,68753045718.041,23543995699.031925,14823912389.13402,23324687984.08651
2025-04-17 13:00:00,1682755550121.3413,193042265678.06204,144776514169.29028,85689378694.52686,122965176635.34714,60397872265.6496,69225973756.2544,23483140411.362892,14863562498.466467,23323120650.972622
2025-04-17 14:00:00,1678552258549.4797,192461868280.29047,144779930750.94983,85754969287.18199,122626410913.33177,60402062454.97463,68790138501.17361,23559069915.302246,14784087215.61206,23234198389.286613
2025-04-17 15:00:00,1670172359215.6912,189807478921.15402,144778769156.37146,85537238254.05997,120895096584.01419,60405857458.583885,67900139043.32549,23522405319.298096,14588015764.810688,22960046592.79888
2025-04-17 16:00:00,1678244413469.0364,191220407791.40344,144792355328.48016,86026764852.38841,120731191894.75117,60458547433.07965,68911158690.80806,23569692518.715054,14698169272.26922,23132396958.40051
2025-04-17 17:00:00,1684083973744.39,193549865669.20935,144791023584.35303,86267103573.2533,121402107856.33403,60441655774.62865,69479381943.77332,23657756412.356865,14917698164.419088,23463089379.60519
2025-04-17 18:00:00,1690463924245.4377,194670295193.51297,144798136056.03552,86356181548.31564,122162481058.33696,60443094662.188286,69958365424.89418,23728724127.83335,14955823644.294802,23679974336.77063
2025-04-17 19:00:00,1691453349052.6572,193785355300.3732,144807094683.264,86413496674.87784,121885720999.20645,60769513597.58273,69568054984.73326,23687780698.734604,14900267183.303684,23593719883.133965
