,0
382,17755076781.220337
383,16314176838.830074
384,13980678604.436037
385,12586533710.11584
386,11535005576.2854
387,11763140237.756407
388,12206013295.949461
389,14210385161.244934
390,16993550808.608719
391,17083751995.048096
392,13674570112.056084
393,10432572878.740105
394,8409160032.712651
395,7971895961.158751
396,9370993288.055908
397,10348621233.894543
398,12922833064.53613
399,14621888181.442629
400,14190226296.104065
401,14094097770.650509
402,14961933220.211489
403,15415433025.456028
404,15233388549.574667
405,14057373991.156507
406,13918985065.256727
407,13081327964.898619
408,16100858388.26637
409,13878668171.394333
410,14356510437.628834
411,16280979149.086401
412,16246655306.414255
413,13974165697.539158
414,12245609706.757984
415,16671396167.916079
416,15679325918.605116
417,12142093812.280231
418,16088379321.028133
419,14139004115.05395
420,12633869928.471987
421,10652491832.932861
422,13467458153.049067
423,9604494488.478773
424,5922256438.160293
425,6911317426.981886
426,4695283061.847077
427,3241779575.3429284
428,1531680493.6518865
429,2488562697.004563
430,1945899988.6922638
431,1306038417.8513532
432,558404637.7231522
433,1427839656.6702123
434,800029698.5504568
435,559236880.5308285
436,77154643.56936741
437,2654926469.4561763
438,3461678639.266113
439,3216395465.957799
440,1000466294.9906778
441,4493226945.536198
442,6676072459.142916
443,7558213035.449498
444,4453913049.605102
445,5579192816.218032
446,6356931621.552127
447,4728580157.069361
448,654944346.0220907
449,1105408957.905838
450,524479244.7089494
451,373494552.3492069
452,833144080.9884323
453,1900885236.6271973
454,2090310042.2395666
455,1979107633.3621976
456,4631379248.875262
457,6427130126.35797
458,8335052774.649432
459,10922756499.328367
460,13075389309.96747
461,15219065442.59165
462,15474009270.039625
463,18640325611.18775
464,21032623020.988186
465,24709292156.270424
466,21312114379.46755
467,19865907625.97069
468,19120775323.09364
469,16120041862.504883
470,14095567381.617002
471,11712546484.24316
472,10976687762.923828
473,11436771541.48956
474,13928904203.126516
475,16185529491.8565
476,16566637912.642145
477,16056279993.189026
478,12980066395.798124
479,10156976826.491884
480,8416208184.884789
481,8905948000.057755
482,8871735417.074373
483,10298630388.915281
484,11657011430.109865
485,13605555819.578123
486,13584913102.693844
487,14146337014.651001
488,14688780354.960205
489,15599871481.961067
490,15250367659.658583
491,13351172177.868258
492,13150850603.54044
493,13320786540.606508
494,15828922178.964848
495,13939789598.548164
496,14012231886.174934
497,17017091128.686646
498,15105205959.317934
499,13369980964.947144
500,14037704850.186771
501,17060121536.908264
502,15496609870.489494
503,11599357871.62813
504,16024765171.799072
505,13463191625.28082
506,11505990475.549637
507,12740050265.48053
508,11464722044.446306
509,8429947629.930236
510,5666366829.777177
511,7591333453.797743
512,4543364945.650194
513,2972157366.9393473
514,2143279415.690139
515,2930152426.8828278
516,1946389803.0691068
517,1130064218.755436
518,608539857.8081368
519,1615638708.3578935
520,908604091.8441048
521,217654470.84695467
522,655762173.043243
523,3707991294.997208
524,3121567064.7651978
525,2398858029.7247653
526,925585321.7549518
527,4981963014.461603
528,6231426270.930397
529,5843653902.606082
530,3485705987.767532
531,6791717463.584853
532,5218941832.745884
533,3380086125.3974037
534,531551693.7541165
535,1237497812.7875524
536,456228923.0544547
537,1001779269.8653717
538,1440595984.5819135
539,2071899570.5010064
540,1836669141.077301
541,1822500790.5318143
542,5149861003.429947
543,7991605999.77844
544,9692552938.556456
545,13466671711.6105
546,13626905585.975718
547,15775361997.011738
548,16785964115.872974
549,19930848405.355133
550,21589720679.1349
551,21001743594.350525
552,22128486925.163387
553,18622187298.419315
554,18326766008.740845
555,14827881977.458248
556,13251529505.35864
557,13060764108.794003
558,12439771974.91144
559,11947262898.757082
560,14407052879.268799
561,15495528261.179705
562,14441670793.986586
563,10454547688.973772
564,8722120831.602821
565,7885888110.263851
566,8243439267.705827
567,9926783636.533846
568,11844273240.162174
569,12968797067.456848
570,13193512272.348692
571,12809903051.94118
572,13158402696.689455
573,14054376644.860361
574,14417178367.200777
575,15594599675.26985
576,13489312316.075169
577,12953142735.440975
578,14099975508.607395
579,16591035092.174068
580,14671783349.408354
581,14051019686.912773
582,16710549997.638773
583,16031214540.6714
584,13117000128.84007
585,14376252305.420916
586,15856778441.488417
587,14711220077.43664
588,11415656648.17114
589,16170915041.05299
590,13834048792.834223
591,11993956219.499565
592,12586158515.988525
593,11147621705.396975
594,8540006520.726621
595,5887127709.275894
596,7597862971.055479
597,5151994348.779026
598,3373215841.628921
599,1543549246.3811839
600,3033550943.864944
601,1968346690.1534426
602,1228584207.732532
603,554954890.8824656
604,1459893067.0948646
605,818440376.5029976
606,511805567.9509344
607,66014222.35091446
608,2953157841.5194387
609,3156215822.150039
610,2345943419.778853
611,860784858.2197609
612,4385144728.489491
613,6518693006.551636
614,7170353668.893365
615,4196809168.203887
616,6803906197.3186655
617,5736861484.998417
618,3879766442.1937895
619,510514043.21740717
620,1146445967.2311068
621,460478287.99936664
622,401724359.4050264
623,892640395.7804265
624,2077901543.4631503
625,2055661339.2359347
626,1741892253.4162905
627,4618491048.622791
628,6816738940.988255
629,8760834526.777649
630,10922919779.559462
631,13125392330.032717
632,15599315628.408453
633,17608540521.984615
634,19980173155.916576
635,21876187700.059628
636,24034640196.260838
637,22547831172.274406
638,21624531199.405777
639,17762384514.3518
640,14982768821.835995
641,14552874739.45922
642,12582892676.917301
643,11104488660.2594
644,11990502367.692383
645,12661289717.394527
646,15084649171.98499
647,16615349884.967035
648,16000719184.67653
649,12799943040.40874
650,10966654171.646988
651,9334668415.738281
652,9668229707.422363
653,9839537945.188244
654,10650146860.320435
655,13418686142.250746
656,14860831167.337292
657,14792824339.816217
658,14101509682.956116
659,14571171211.202213
660,15763882983.585642
661,15603026330.832027
662,14074417799.249632
663,13204550912.794817
664,13861054388.986607
665,16137058909.06586
666,15061236031.918697
667,15140613819.004732
668,17667684434.802193
669,15903587370.212923
670,13754847927.217886
671,15006941695.018858
672,16461070020.83264
673,14424165644.81972
674,12230453871.641909
675,16680568172.961422
676,13868734161.403318
677,11151824688.312635
678,12264772712.394161
679,10266427800.988771
680,8361393975.722182
681,6251316822.996473
682,7474936114.075395
683,4632878031.500277
684,2747365992.1547394
685,1825150384.5970001
686,2983878144.792947
687,1932268643.4574735
688,1382947597.3912084
689,1157233238.6618805
690,1483860273.3198342
691,832141863.0492857
692,246015125.75291827
693,436708644.5020141
694,3788705662.892093
695,3346075803.244691
696,1947233600.242463
697,1195002213.3792965
698,5416022632.6086035
699,6041689190.982502
700,6001592944.812866
701,3504965993.4041142
702,7190633379.237928
703,5442950327.431134
704,2864276148.3331156
705,637692288.4581374
706,925042218.3234442
707,448930690.0058937
708,909291577.1907816
709,1412819107.6732826
710,2146526753.9260907
711,1867249877.5044746
712,2352013566.325806
713,5967370070.257341
714,8690977951.26912
715,10504425248.528214
716,11975443180.740294
717,13213256071.27374
718,15651958116.588926
719,16758693489.3072
720,19383184901.70801
721,22234166735.92621
722,21001116709.595276
723,21229863257.06764
724,19792395735.487858
725,18965758287.036884
726,15252340833.77075
727,12911891227.98053
728,11407249427.19385
729,11064572321.645569
730,12168807591.335752
731,14463249221.959225
732,16146213802.524122
733,16669742179.460545
734,14287253718.060223
735,10637535167.635244
736,9220231630.560823
737,8711619510.495909
738,9421974493.998672
739,10518010320.324709
740,12494202538.5489
741,13502460732.499266
742,14030075823.167599
743,14883411724.781311
744,14620729810.135557
745,15415123068.024538
746,15469272989.744448
747,13945315659.152586
748,13080971342.36856
749,12779003703.867495
750,15099483455.655518
751,14919993540.606504
752,14757096407.81959
753,16294178827.820282
754,16646677637.379286
755,14814134503.888922
756,13311039652.636486
757,17802676522.941833
758,17021666099.118298
759,13845638667.001726
760,15124821024.844
761,14279535391.791262
762,11890605169.177063
763,9930904860.780653
764,12615623861.67432
765,9527352799.065546
766,7175278907.554763
767,7024502315.983031
768,5760365391.703185
769,3594327239.5733056
770,1465059317.3503497
771,2529276219.0102844
772,2108135001.74302
773,1512967424.2405894
774,780326602.1688384
775,1434721425.6570637
776,1181136332.9233942
777,663748234.3517611
778,69431514.88775289
779,2962724465.8169584
780,3606442066.722854
781,3537907548.3024683
782,1194131407.7506928
783,2252732446.281506
784,6299120814.704396
785,7223176387.918576
786,4413511264.847428
787,5123448530.094297
788,6224005363.648926
789,4657260432.494879
790,1222896489.4894452
791,988135378.5184212
792,778203715.8863637
793,383479964.7350615
794,1131040044.5834231
795,1808855388.338379
796,1701535001.5915067
797,1829419797.6880035
798,4034208763.96106
799,6700383460.38385
800,8516585900.602535
801,10301339374.230957
802,13843938178.61244
803,15254001778.677471
804,16118876188.13384
805,17701135401.10495
806,20260374392.963844
807,22965606392.52722
808,21708176161.051735
809,20726367113.66809
810,17294619381.360588
811,16613145158.12158
812,14403674037.349812
813,13268587667.864809
814,12612739453.24414
815,12282469946.71899
816,12161079044.001951
817,13584936157.314022
818,15913363416.629026
819,14797062441.230043
820,12433900922.879066
821,11792197855.088987
822,11155915916.823055
823,10703019648.55067
824,11297612627.838497
825,13047115293.933163
826,13568833772.010254
827,13923785165.311764
828,14011164944.963686
829,14091197273.32051
830,14813545324.162184
831,15676331451.712934
832,16080521415.276678
833,14045182475.25958
834,13237592351.336613
835,14369462476.01892
836,16228385836.280087
837,14554473051.244272
838,14078657169.844051
839,17017456094.556667
840,15427108786.15635
841,12807948713.634184
842,14466420014.515656
843,15125500799.728655
844,14194062914.246576
845,11257125693.164566
846,16301917468.561357
847,14114209723.759096
848,12013679999.876844
849,12678398336.426268
850,10517424450.668085
851,8165497789.350158
852,5787189980.45752
853,7684635320.396726
854,4702089643.993931
855,3132083663.6869054
856,1936597727.0223577
857,3068074461.2691193
858,1993325677.9727511
859,1263044148.5981445
860,903669976.0615588
861,1390282669.1207442
862,751249142.5985056
863,287069174.9757624
864,329762259.33980185
865,3559986756.3206944
866,3114376233.7337804
867,1997764544.489469
868,920449448.266146
869,5128376730.902119
870,6469725813.606988
871,6865498093.716223
872,3654151895.773105
873,7105098780.397704
874,5036042975.565325
875,2418808197.1745896
876,572854999.3806456
877,1176612375.5508575
878,465164222.61433506
879,778142385.3154677
880,1371301411.279331
881,2012259929.0108948
882,1847443411.3332407
883,2453144465.7005763
884,5857984662.270036
885,8315717075.9306755
886,10290868577.336546
887,12492706687.580582
888,13381087906.26312
889,15623951063.436678
890,18717444306.535126
891,19837276108.49808
892,22266469239.307533
893,21046817493.207058
894,22992087856.40888
895,20107060286.485348
896,17403099012.93579
897,15247492781.205322
898,13304680053.419735
899,12285260768.098629
900,11139553538.38501
901,11617864852.588377
902,12755578362.067629
903,15355044317.83801
904,17085419460.853756
905,15777874061.53717
906,12614052763.703737
907,10253911179.10992
908,8772925376.577227
909,8790813013.372313
910,9476739659.526978
911,11169731440.198486
912,14079466993.344067
913,14890618981.251766
914,14672802556.645752
915,13742183850.722658
916,14623639694.39949
917,15542895340.021185
918,14859302279.736818
919,13958619067.731876
920,13346645928.28151
921,13639092739.841934
922,16334385839.65034
923,14104741770.899643
924,14331269997.762705
925,16449046692.415098
926,15645709652.483896
927,12861646499.11548
928,13008456190.054268
929,15401045324.609137
930,14348314471.870358
931,11277299299.11787
932,16355649215.870174
933,14348139533.087889
934,12225253021.676819
935,12479939578.258049
936,12065871421.970518
937,8498959279.905881
938,5761478056.267395
939,7789423137.851377
940,4723092806.141695
941,3196471156.9593554
942,1694101453.398269
943,2951393997.829665
944,2081944491.6234224
945,1397461137.0354042
946,824836298.5275917
947,1509640795.9473195
948,717364327.7083025
949,378087077.7009584
950,152737657.84129044
951,3234562308.220031
952,3010374269.509888
953,2268949543.593771
954,905759960.2649615
955,5054306107.315582
956,6485330079.782829
957,7604113722.96304
958,4184360577.229506
959,6519715931.635442
960,5704481191.066226
961,3896142450.8293905
962,473406194.9019967
963,1123564294.995598
964,444237117.7127045
965,552352512.8772734
966,995321710.4069074
967,2102473949.1117246
968,2229275486.4332
969,1826955841.830582
970,4933894348.880325
971,7347239959.510075
972,8932375466.869884
973,11195382577.97583
974,13107728165.508556
975,15302346222.619837
976,16108312916.21661
977,18762729300.491676
978,21583215724.518814
979,24468774111.660942
980,22128688067.52076
981,20049888614.703117
982,19256227925.84845
983,15407396067.285152
984,13156757654.274412
985,11541010329.584465
986,10864737852.23828
987,11706950369.483946
988,14219570840.031248
989,16434746928.814941
990,16996276706.563725
991,16414981417.518831
992,12796274534.910044
993,10402840271.418243
994,8180436337.889071
995,8961316303.259888
996,8990352874.019651
997,10818009474.18098
998,11690500608.042377
999,13864978921.615294
